iter	Logloss
1513	0.1901304091
1514	0.1901067181
1515	0.1900892197
1516	0.1900612172
1517	0.1900406481
1518	0.1900247444
1519	0.1900004588
1520	0.1899775386
1521	0.1899505956
1522	0.1899264931
1523	0.1898930479
1524	0.1898674528
1525	0.1898505049
1526	0.1898383908
1527	0.1898204524
1528	0.1898017119
1529	0.1897803445
1530	0.1897534537
1531	0.189735871
1532	0.1897158528
1533	0.1896994786
1534	0.1896845133
1535	0.189667454
1536	0.189646166
1537	0.1896183049
1538	0.189596991
1539	0.189565388
1540	0.1895439786
1541	0.1895128945
1542	0.1894945933
1543	0.189473475
1544	0.189455581
1545	0.1894272736
1546	0.1893722451
1547	0.1893536134
1548	0.1893371191
1549	0.1893101916
1550	0.1892861435
1551	0.189262684
1552	0.1892396593
1553	0.1892181641
1554	0.1891836514
1555	0.1891624387
1556	0.1891387681
1557	0.1891258754
1558	0.1891025318
1559	0.1890885692
1560	0.1890645372
1561	0.1890372461
1562	0.1890096909
1563	0.1889867904
1564	0.1889692364
1565	0.1889182599
1566	0.1888923882
1567	0.1888672375
1568	0.1888429824
1569	0.188812919
1570	0.188797966
1571	0.188780861
1572	0.1887617731
1573	0.1887448619
1574	0.1887222591
1575	0.1886843336
1576	0.1886553936
1577	0.1886308839
1578	0.1886175818
1579	0.1885938949
1580	0.1885127423
1581	0.1884824259
1582	0.1884553109
1583	0.1884311252
1584	0.1884133281
1585	0.1883935565
1586	0.1883750555
1587	0.188352053
1588	0.1883262392
1589	0.1882998662
1590	0.1882863706
1591	0.1882670674
1592	0.1882436081
1593	0.1882210365
1594	0.1882000607
1595	0.1881766865
1596	0.1881586284
1597	0.188131599
1598	0.1881171096
1599	0.188100054
1600	0.1880770095
1601	0.1880547026
1602	0.1880130207
1603	0.1879910483
1604	0.1879811051
1605	0.1879607269
1606	0.1879363369
1607	0.1879206124
1608	0.1878930695
1609	0.1878670654
1610	0.1878366097
1611	0.1878136571
1612	0.1877870818
1613	0.1877667225
1614	0.1877454789
1615	0.1877259276
1616	0.1877068338
1617	0.1876892743
1618	0.1876664269
1619	0.1876391444
1620	0.1876174597
1621	0.1876021276
1622	0.187577956
1623	0.1875575283
1624	0.1875433704
1625	0.1875288602
1626	0.1875007667
1627	0.1874503067
1628	0.1874218415
1629	0.1873979539
1630	0.1873762878
1631	0.1873490078
1632	0.1873282385
1633	0.187311008
1634	0.18729652
1635	0.1872760986
1636	0.1872604113
1637	0.1872382528
1638	0.1872140356
1639	0.1871865093
1640	0.1871627122
1641	0.1871456946
1642	0.1871292641
1643	0.1870994397
1644	0.1870774212
1645	0.1870651495
1646	0.1870390417
1647	0.187005388
1648	0.1869824505
1649	0.1869647581
1650	0.1869417232
1651	0.1869286605
1652	0.1869135336
1653	0.1868886611
1654	0.1868679217
1655	0.1868523303
1656	0.1868259393
1657	0.1868035377
1658	0.1867820849
1659	0.1867463308
1660	0.1867239537
1661	0.186695422
1662	0.1866755327
1663	0.1866623105
1664	0.1866439544
1665	0.1866207415
1666	0.1865976627
1667	0.1865779938
1668	0.1865492156
1669	0.1865312552
1670	0.1864975669
1671	0.1864771597
1672	0.1864508114
1673	0.1864219774
1674	0.1864009026
1675	0.1863810544
1676	0.1863623529
1677	0.1863468168
1678	0.1863211321
1679	0.1862911389
1680	0.1862708808
1681	0.1862553256
1682	0.1862382324
1683	0.186215442
1684	0.1862036514
1685	0.1861750516
1686	0.1861540405
1687	0.1861374257
1688	0.186119282
1689	0.1860960174
1690	0.1860692435
1691	0.1860475227
1692	0.1860322731
1693	0.1860181511
1694	0.1860039233
1695	0.185975255
1696	0.1859581308
1697	0.1859366669
1698	0.1859241198
1699	0.1858909713
1700	0.1858729138
1701	0.1858495003
1702	0.185829692
1703	0.1858018699
1704	0.1857831369
1705	0.1857718721
1706	0.1857249217
1707	0.1856992535
1708	0.1856742372
1709	0.1856529548
1710	0.1856270125
1711	0.1855976594
1712	0.1855779029
1713	0.1855500427
1714	0.1855335699
1715	0.1855048617
1716	0.1854757877
1717	0.1854491535
1718	0.1854391286
1719	0.1854188247
1720	0.1853988675
1721	0.1853808849
1722	0.1853620843
1723	0.1853449128
1724	0.185312803
1725	0.1852669333
1726	0.1852502351
1727	0.1852243869
1728	0.185209291
1729	0.185181728
1730	0.1851674533
1731	0.1851507996
1732	0.1851399873
1733	0.1851256521
1734	0.1851008558
1735	0.1850789153
1736	0.1850540551
1737	0.1850312207
1738	0.1850127988
1739	0.1849941229
1740	0.1849713211
1741	0.1849494332
1742	0.1849318775
1743	0.1849167697
1744	0.1848972172
1745	0.1848793166
1746	0.1848681362
1747	0.1848458044
1748	0.1848291795
1749	0.1848009654
1750	0.1847865466
1751	0.1847622416
1752	0.1847422832
1753	0.1847169628
1754	0.1846981296
1755	0.184680729
1756	0.1846561232
1757	0.1846265159
1758	0.1846085372
1759	0.1845861224
1760	0.1845699181
1761	0.1845506152
1762	0.1845309454
1763	0.1845216372
1764	0.1844973207
1765	0.1844745319
1766	0.1844546444
1767	0.1844386305
1768	0.184426003
1769	0.1844058591
1770	0.1843808604
1771	0.1843659886
1772	0.184334666
1773	0.1843195623
1774	0.1842951029
1775	0.1842736494
1776	0.1842531244
1777	0.184232646
1778	0.1842187877
1779	0.1841987015
1780	0.1841777427
1781	0.1841572786
1782	0.1841317311
1783	0.184121275
1784	0.184105249
1785	0.1840877045
1786	0.1840678876
1787	0.1840506549
1788	0.1840305795
1789	0.1840161394
1790	0.1839942895
1791	0.1839735695
1792	0.1839474441
1793	0.1839312819
1794	0.1838967182
1795	0.183886662
1796	0.1838648549
1797	0.1838390277
1798	0.1838213446
1799	0.1837997316
1800	0.1837871992
1801	0.1837553925
1802	0.1837371177
1803	0.183719698
1804	0.1837057577
1805	0.1836863551
1806	0.1836655855
1807	0.1836445551
1808	0.183634207
1809	0.1836128247
1810	0.1835917445
1811	0.1835696671
1812	0.1835536841
1813	0.183536744
1814	0.1835137882
1815	0.1834952462
1816	0.1834788269
1817	0.1834654359
1818	0.1834494451
1819	0.1834274674
1820	0.1834099676
1821	0.1833907105
1822	0.1833692384
1823	0.1833454733
1824	0.1833241776
1825	0.1832988678
1826	0.1832873421
1827	0.1832752198
1828	0.1832479705
1829	0.1832355951
1830	0.1832232306
1831	0.1831957815
1832	0.1831837271
1833	0.1831719805
1834	0.1831464212
1835	0.1831301951
1836	0.1831127912
1837	0.183081811
1838	0.18306158
1839	0.183048922
1840	0.1830245864
1841	0.1830040316
1842	0.1829812517
1843	0.1829616703
1844	0.1829452444
1845	0.1829280472
1846	0.182902421
1847	0.1828855304
1848	0.1828578378
1849	0.1828350052
1850	0.1828117067
1851	0.1827870787
1852	0.1827755627
1853	0.1827537658
1854	0.1827276831
1855	0.1827062969
1856	0.1826875573
1857	0.1826661516
1858	0.182651867
1859	0.1826294586
1860	0.1826121519
1861	0.1825951574
1862	0.182577823
1863	0.1825637432
1864	0.1825425811
1865	0.1825253322
1866	0.1824998138
1867	0.1824790078
1868	0.1824656767
1869	0.1824530735
1870	0.1824331923
1871	0.1824109067
1872	0.1823748886
1873	0.1823602116
1874	0.1823393299
1875	0.1823241212
1876	0.1822805459
1877	0.1822489829
1878	0.1822346987
1879	0.1822167214
1880	0.1821971712
1881	0.1821805865
1882	0.1821604596
1883	0.1821348239
1884	0.1821213167
1885	0.1821007305
1886	0.182076296
1887	0.1820582264
1888	0.1820495236
1889	0.1820396323
1890	0.1820252241
1891	0.1819964011
1892	0.1819804543
1893	0.1819592661
1894	0.1819353102
1895	0.1819183985
1896	0.181896352
1897	0.1818752269
1898	0.1818506571
1899	0.1818282907
1900	0.1817997848
1901	0.1817733756
1902	0.1817514104
1903	0.1817333893
1904	0.1817139512
1905	0.1816902044
1906	0.1816749993
1907	0.181660359
1908	0.1816361079
1909	0.1816159506
1910	0.181593657
1911	0.1815785911
1912	0.1815513393
1913	0.1815287781
1914	0.1815045817
1915	0.1814794159
1916	0.1814642018
1917	0.181440867
1918	0.1814226158
1919	0.1814044959
1920	0.1813853793
1921	0.1813657593
1922	0.1813433249
1923	0.18132542
1924	0.1813096095
1925	0.1812989181
1926	0.1812791809
1927	0.18126581
1928	0.181240715
1929	0.181218315
1930	0.1812031632
1931	0.1811919572
1932	0.1811642192
1933	0.1811423981
1934	0.1811306983
1935	0.1811201292
1936	0.1810377641
1937	0.1810301006
1938	0.1810144125
1939	0.1809858981
1940	0.1809656446
1941	0.1809415734
1942	0.180910069
1943	0.180886589
1944	0.1808642633
1945	0.1808462627
1946	0.1808294836
1947	0.1808107406
1948	0.1807838582
1949	0.1807640875
1950	0.180743275
1951	0.1807244964
1952	0.1806963266
1953	0.1806842587
1954	0.1806707892
1955	0.1806533256
1956	0.1806413887
1957	0.1806254514
1958	0.1806130991
1959	0.1805937256
1960	0.1805746915
1961	0.1805483651
1962	0.1805196888
1963	0.1805007171
1964	0.1804873088
1965	0.1804670152
1966	0.1804466338
1967	0.1804224496
1968	0.1803944264
1969	0.1803739189
1970	0.1803518836
1971	0.1803320961
1972	0.1803084808
1973	0.1802817586
1974	0.1802722185
1975	0.1802448818
1976	0.1802261113
1977	0.1802118561
1978	0.1801900049
1979	0.1801746476
1980	0.1801608382
1981	0.1801462897
1982	0.1801283521
1983	0.1801144744
1984	0.1800838707
1985	0.1800584279
1986	0.1800401387
1987	0.1800211471
1988	0.1799683556
1989	0.179953985
1990	0.1799440897
1991	0.1799264566
1992	0.1799097839
1993	0.1798594592
1994	0.1798503508
1995	0.1798307006
1996	0.1797964838
1997	0.1797730255
1998	0.1797473407
1999	0.1797109283
